accuracy,backbone,brier,detector_trigger_step,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.9272727272727272,graphsage,0.1164541300674553,,,0.032255192958947417,0.35,0.927414831871015,source_only,0.21868079900741577,1.4500008546747267e-05,0,edge_add
0.9393939393939394,graphsage,0.11530859251255904,,,0.046232422554131694,0.35,0.9393691545460103,entropy_all_nodes,0.21583041548728943,1.0179168000031495,0,edge_add
0.9393939393939394,graphsage,0.11492062311449974,,False,0.045933662038860894,0.35,0.9393691545460103,full_method,0.21601137518882751,3.6162500999926124,0,edge_add
0.8363636363636363,graphsage,0.2720273394527419,,,0.11016599879120335,0.25,0.8356838041048565,source_only,0.5304310321807861,8.899995009414852e-06,0,homophily_shift
0.8303030303030303,graphsage,0.2726087235182524,,,0.11552433570226033,0.25,0.8299585615957298,entropy_all_nodes,0.5317268371582031,0.32521209999686107,0,homophily_shift
0.8303030303030303,graphsage,0.2721921414485255,,False,0.11276121536890665,0.25,0.8299585615957298,full_method,0.529596745967865,1.5580748000065796,0,homophily_shift
0.6848484848484848,graphsage,0.5229144162011428,,,0.22163895802064376,0.5,0.684273614797332,source_only,1.1682089567184448,6.89999433234334e-06,0,homophily_shift
0.6848484848484848,graphsage,0.5175320595730344,,,0.21525799469514323,0.5,0.6845781851199703,entropy_all_nodes,1.1615941524505615,0.34555339999496937,0,homophily_shift
0.6848484848484848,graphsage,0.5204774740639345,,False,0.21675356174960286,0.5,0.684273614797332,full_method,1.170383334159851,1.5949963000020944,0,homophily_shift
0.9454545454545454,graphsage,0.07798223588008235,,,0.02998887083747168,0.0,0.9455419940521832,source_only,0.1768808215856552,1.309999788645655e-05,1,clean
0.9454545454545454,graphsage,0.0772594130977603,,,0.03917773636904628,0.0,0.9455419940521832,entropy_all_nodes,0.17619606852531433,0.3132725000032224,1,clean
0.9454545454545454,graphsage,0.07684669813732878,,False,0.03442587491237753,0.0,0.9455419940521832,full_method,0.1746053695678711,1.6136857000092277,1,clean
0.9333333333333333,graphsage,0.12013822918048626,,,0.05489185253779089,0.45,0.9336383911212129,source_only,0.2618788778781891,5.900001269765198e-06,1,feature_noise
0.9393939393939394,graphsage,0.1151096065003243,,,0.055583520007855935,0.45,0.9398182009722035,entropy_all_nodes,0.2607164680957794,0.28649480000603944,1,feature_noise
